1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
1001, 5999982, 1002
